"","subject","activity","measurement","average"
"8271",18,"walking downstairs","fBodyAccJerk-std()-Z",-0.678751080363636
"8272",18,"walking downstairs","fBodyAccJerk-meanFreq()-X",-0.334193776218182
"8273",18,"walking downstairs","fBodyAccJerk-meanFreq()-Y",-0.430209134836364
"8274",18,"walking downstairs","fBodyAccJerk-meanFreq()-Z",-0.313077962145455
"8275",18,"walking downstairs","fBodyGyro-mean()-X",-0.489232274509091
"8276",18,"walking downstairs","fBodyGyro-mean()-Y",-0.641527595090909
"8277",18,"walking downstairs","fBodyGyro-mean()-Z",-0.447030699454545
"8278",18,"walking downstairs","fBodyGyro-std()-X",-0.513947089545455
"8279",18,"walking downstairs","fBodyGyro-std()-Y",-0.607757979272727
"8280",18,"walking downstairs","fBodyGyro-std()-Z",-0.543996110545454
"8281",18,"walking downstairs","fBodyGyro-meanFreq()-X",-0.300670600338182
"8282",18,"walking downstairs","fBodyGyro-meanFreq()-Y",-0.235263359818182
"8283",18,"walking downstairs","fBodyGyro-meanFreq()-Z",-0.211649515774545
"8284",18,"walking downstairs","fBodyAccMag-mean()",-0.241973534781818
"8285",18,"walking downstairs","fBodyAccMag-std()",-0.344299434181818
"8286",18,"walking downstairs","fBodyAccMag-meanFreq()",-0.0768405979909091
"8287",18,"walking downstairs","fBodyBodyAccJerkMag-mean()",-0.3833987134
"8288",18,"walking downstairs","fBodyBodyAccJerkMag-std()",-0.386565072363636
"8289",18,"walking downstairs","fBodyBodyAccJerkMag-meanFreq()",0.00593003606623636
"8290",18,"walking downstairs","fBodyBodyGyroMag-mean()",-0.604735414363636
"8291",18,"walking downstairs","fBodyBodyGyroMag-std()",-0.533844932145455
"8292",18,"walking downstairs","fBodyBodyGyroMag-meanFreq()",-0.159221075909091
"8293",18,"walking downstairs","fBodyBodyGyroJerkMag-mean()",-0.744236045090909
"8294",18,"walking downstairs","fBodyBodyGyroJerkMag-std()",-0.763430801654545
"8295",18,"walking downstairs","fBodyBodyGyroJerkMag-meanFreq()",0.0717609181272727
"8296",18,"sitting","tBodyAcc-mean()-X",0.27727001877193
"8297",18,"sitting","tBodyAcc-mean()-Y",-0.0128691279736842
"8298",18,"sitting","tBodyAcc-mean()-Z",-0.111904775824561
"8299",18,"sitting","tBodyAcc-std()-X",-0.994347988596491
"8300",18,"sitting","tBodyAcc-std()-Y",-0.974928131052632
"8301",18,"sitting","tBodyAcc-std()-Z",-0.977572717017544
"8302",18,"sitting","tGravityAcc-mean()-X",0.909816469298246
"8303",18,"sitting","tGravityAcc-mean()-Y",0.12988647622807
"8304",18,"sitting","tGravityAcc-mean()-Z",0.161877417894737
"8305",18,"sitting","tGravityAcc-std()-X",-0.994043771403509
"8306",18,"sitting","tGravityAcc-std()-Y",-0.984035479473684
"8307",18,"sitting","tGravityAcc-std()-Z",-0.978340183157895
"8308",18,"sitting","tBodyAccJerk-mean()-X",0.076622889
"8309",18,"sitting","tBodyAccJerk-mean()-Y",0.00694560289491228
"8310",18,"sitting","tBodyAccJerk-mean()-Z",0.00278757042058246
"8311",18,"sitting","tBodyAccJerk-std()-X",-0.991624662105263
"8312",18,"sitting","tBodyAccJerk-std()-Y",-0.984002717017544
"8313",18,"sitting","tBodyAccJerk-std()-Z",-0.990153121754386
"8314",18,"sitting","tBodyGyro-mean()-X",-0.0333057034385965
"8315",18,"sitting","tBodyGyro-mean()-Y",-0.0685796341105263
"8316",18,"sitting","tBodyGyro-mean()-Z",0.0848140511754386
"8317",18,"sitting","tBodyGyro-std()-X",-0.991956958947368
"8318",18,"sitting","tBodyGyro-std()-Y",-0.986753343859649
"8319",18,"sitting","tBodyGyro-std()-Z",-0.981525495438596
"8320",18,"sitting","tBodyGyroJerk-mean()-X",-0.0954723233684211
"8321",18,"sitting","tBodyGyroJerk-mean()-Y",-0.0397125591491228
"8322",18,"sitting","tBodyGyroJerk-mean()-Z",-0.0523030404789474
"8323",18,"sitting","tBodyGyroJerk-std()-X",-0.994170190701754
"8324",18,"sitting","tBodyGyroJerk-std()-Y",-0.994224162105263
"8325",18,"sitting","tBodyGyroJerk-std()-Z",-0.992814325087719
"8326",18,"sitting","tBodyAccMag-mean()",-0.983674151754386
"8327",18,"sitting","tBodyAccMag-std()",-0.981595285964912
"8328",18,"sitting","tGravityAccMag-mean()",-0.983674151754386
"8329",18,"sitting","tGravityAccMag-std()",-0.981595285964912
"8330",18,"sitting","tBodyAccJerkMag-mean()",-0.989869574561404
"8331",18,"sitting","tBodyAccJerkMag-std()",-0.991159350526316
"8332",18,"sitting","tBodyGyroMag-mean()",-0.977634992105263
"8333",18,"sitting","tBodyGyroMag-std()",-0.981372675614035
"8334",18,"sitting","tBodyGyroJerkMag-mean()",-0.994873439824561
"8335",18,"sitting","tBodyGyroJerkMag-std()",-0.994868913508772
"8336",18,"sitting","fBodyAcc-mean()-X",-0.993144920175439
"8337",18,"sitting","fBodyAcc-mean()-Y",-0.976538530350877
"8338",18,"sitting","fBodyAcc-mean()-Z",-0.982996441403509
"8339",18,"sitting","fBodyAcc-std()-X",-0.994906565789474
"8340",18,"sitting","fBodyAcc-std()-Y",-0.974980068596491
"8341",18,"sitting","fBodyAcc-std()-Z",-0.975722121403509
"8342",18,"sitting","fBodyAcc-meanFreq()-X",0.0512363267736842
"8343",18,"sitting","fBodyAcc-meanFreq()-Y",0.171289880184211
"8344",18,"sitting","fBodyAcc-meanFreq()-Z",0.1714594817
"8345",18,"sitting","fBodyAccJerk-mean()-X",-0.991924709824561
"8346",18,"sitting","fBodyAccJerk-mean()-Y",-0.983642391578947
"8347",18,"sitting","fBodyAccJerk-mean()-Z",-0.988689671578947
"8348",18,"sitting","fBodyAccJerk-std()-X",-0.992039060701754
"8349",18,"sitting","fBodyAccJerk-std()-Y",-0.985694744385965
"8350",18,"sitting","fBodyAccJerk-std()-Z",-0.990141676315789
"8351",18,"sitting","fBodyAccJerk-meanFreq()-X",0.234747570824561
"8352",18,"sitting","fBodyAccJerk-meanFreq()-Y",0.00687195409298246
"8353",18,"sitting","fBodyAccJerk-meanFreq()-Z",0.0437438879403509
"8354",18,"sitting","fBodyGyro-mean()-X",-0.989961500350877
"8355",18,"sitting","fBodyGyro-mean()-Y",-0.988702701403509
"8356",18,"sitting","fBodyGyro-mean()-Z",-0.983027386491228
"8357",18,"sitting","fBodyGyro-std()-X",-0.992575399473684
"8358",18,"sitting","fBodyGyro-std()-Y",-0.985710087894737
"8359",18,"sitting","fBodyGyro-std()-Z",-0.98279727631579
"8360",18,"sitting","fBodyGyro-meanFreq()-X",0.113674949989474
"8361",18,"sitting","fBodyGyro-meanFreq()-Y",-0.150376356784211
"8362",18,"sitting","fBodyGyro-meanFreq()-Z",0.1032033883
"8363",18,"sitting","fBodyAccMag-mean()",-0.984781467192982
"8364",18,"sitting","fBodyAccMag-std()",-0.982226151578947
"8365",18,"sitting","fBodyAccMag-meanFreq()",0.304581057473684
"8366",18,"sitting","fBodyBodyAccJerkMag-mean()",-0.990407075964912
"8367",18,"sitting","fBodyBodyAccJerkMag-std()",-0.991044297894737
"8368",18,"sitting","fBodyBodyAccJerkMag-meanFreq()",0.459090849721053
"8369",18,"sitting","fBodyBodyGyroMag-mean()",-0.986535242105263
"8370",18,"sitting","fBodyBodyGyroMag-std()",-0.981252632807018
"8371",18,"sitting","fBodyBodyGyroMag-meanFreq()",0.0492559518473684
"8372",18,"sitting","fBodyBodyGyroJerkMag-mean()",-0.99480818754386
"8373",18,"sitting","fBodyBodyGyroJerkMag-std()",-0.994967621754386
"8374",18,"sitting","fBodyBodyGyroJerkMag-meanFreq()",0.329617466666667
"8375",18,"standing","tBodyAcc-mean()-X",0.278458805890411
"8376",18,"standing","tBodyAcc-mean()-Y",-0.0166353518150685
"8377",18,"standing","tBodyAcc-mean()-Z",-0.108453355945205
"8378",18,"standing","tBodyAcc-std()-X",-0.992019762739726
"8379",18,"standing","tBodyAcc-std()-Y",-0.95422343630137
"8380",18,"standing","tBodyAcc-std()-Z",-0.961873909178082
"8381",18,"standing","tGravityAcc-mean()-X",0.947573239863014
"8382",18,"standing","tGravityAcc-mean()-Y",-0.204206320958904
"8383",18,"standing","tGravityAcc-mean()-Z",-0.0485767106575342
"8384",18,"standing","tGravityAcc-std()-X",-0.994270075205479
"8385",18,"standing","tGravityAcc-std()-Y",-0.981335941917808
"8386",18,"standing","tGravityAcc-std()-Z",-0.976044291369863
"8387",18,"standing","tBodyAccJerk-mean()-X",0.0753539482328767
"8388",18,"standing","tBodyAccJerk-mean()-Y",0.0104698718417123
"8389",18,"standing","tBodyAccJerk-mean()-Z",-0.00181640480191781
"8390",18,"standing","tBodyAccJerk-std()-X",-0.989436673835616
"8391",18,"standing","tBodyAccJerk-std()-Y",-0.975277836849315
"8392",18,"standing","tBodyAccJerk-std()-Z",-0.988455249452055
"8393",18,"standing","tBodyGyro-mean()-X",-0.0265873248835616
"8394",18,"standing","tBodyGyro-mean()-Y",-0.0732260127945206
"8395",18,"standing","tBodyGyro-mean()-Z",0.0843190675616438
"8396",18,"standing","tBodyGyro-std()-X",-0.962254249589041
"8397",18,"standing","tBodyGyro-std()-Y",-0.980417134246575
"8398",18,"standing","tBodyGyro-std()-Z",-0.972820402739726
"8399",18,"standing","tBodyGyroJerk-mean()-X",-0.0987174024657534
"8400",18,"standing","tBodyGyroJerk-mean()-Y",-0.0406573412739726
"8401",18,"standing","tBodyGyroJerk-mean()-Z",-0.0532384453013699
"8402",18,"standing","tBodyGyroJerk-std()-X",-0.981970965890411
"8403",18,"standing","tBodyGyroJerk-std()-Y",-0.991151973150685
"8404",18,"standing","tBodyGyroJerk-std()-Z",-0.986259015753425
"8405",18,"standing","tBodyAccMag-mean()",-0.972607495342466
"8406",18,"standing","tBodyAccMag-std()",-0.972285545479452
"8407",18,"standing","tGravityAccMag-mean()",-0.972607495342466
"8408",18,"standing","tGravityAccMag-std()",-0.972285545479452
"8409",18,"standing","tBodyAccJerkMag-mean()",-0.98596529369863
"8410",18,"standing","tBodyAccJerkMag-std()",-0.986015285890411
"8411",18,"standing","tBodyGyroMag-mean()",-0.963006793150685
"8412",18,"standing","tBodyGyroMag-std()",-0.959797118082192
"8413",18,"standing","tBodyGyroJerkMag-mean()",-0.988685954931507
"8414",18,"standing","tBodyGyroJerkMag-std()",-0.988519665753425
"8415",18,"standing","fBodyAcc-mean()-X",-0.990409919315068
"8416",18,"standing","fBodyAcc-mean()-Y",-0.961239135479452
"8417",18,"standing","fBodyAcc-mean()-Z",-0.975772813972603
"8418",18,"standing","fBodyAcc-std()-X",-0.992789068493151
"8419",18,"standing","fBodyAcc-std()-Y",-0.952911994794521
"8420",18,"standing","fBodyAcc-std()-Z",-0.957216177945206
"8421",18,"standing","fBodyAcc-meanFreq()-X",0.0156695760694521
"8422",18,"standing","fBodyAcc-meanFreq()-Y",-0.0437104539219178
"8423",18,"standing","fBodyAcc-meanFreq()-Z",-0.017642153260274
"8424",18,"standing","fBodyAccJerk-mean()-X",-0.989544971232877
"8425",18,"standing","fBodyAccJerk-mean()-Y",-0.975243689589041
"8426",18,"standing","fBodyAccJerk-mean()-Z",-0.986265653561644
"8427",18,"standing","fBodyAccJerk-std()-X",-0.990287933424657
"8428",18,"standing","fBodyAccJerk-std()-Y",-0.977179032191781
"8429",18,"standing","fBodyAccJerk-std()-Z",-0.989275839041096
"8430",18,"standing","fBodyAccJerk-meanFreq()-X",0.200295939657534
"8431",18,"standing","fBodyAccJerk-meanFreq()-Y",-0.157432016482192
"8432",18,"standing","fBodyAccJerk-meanFreq()-Z",0.00408966055068493
"8433",18,"standing","fBodyGyro-mean()-X",-0.964428926438356
"8434",18,"standing","fBodyGyro-mean()-Y",-0.983561159726027
"8435",18,"standing","fBodyGyro-mean()-Z",-0.974294413013699
"8436",18,"standing","fBodyGyro-std()-X",-0.962272711643836
"8437",18,"standing","fBodyGyro-std()-Y",-0.978801848493151
"8438",18,"standing","fBodyGyro-std()-Z",-0.974822589589041
"8439",18,"standing","fBodyGyro-meanFreq()-X",-0.250059300982877
"8440",18,"standing","fBodyGyro-meanFreq()-Y",-0.264498462054794
"8441",18,"standing","fBodyGyro-meanFreq()-Z",-0.100456190560274
"8442",18,"standing","fBodyAccMag-mean()",-0.976797646027397
"8443",18,"standing","fBodyAccMag-std()",-0.973264853561644
"8444",18,"standing","fBodyAccMag-meanFreq()",0.0447928488520548
"8445",18,"standing","fBodyBodyAccJerkMag-mean()",-0.984987073150685
"8446",18,"standing","fBodyBodyAccJerkMag-std()",-0.986277356712329
"8447",18,"standing","fBodyBodyAccJerkMag-meanFreq()",0.361013970013699
"8448",18,"standing","fBodyBodyGyroMag-mean()",-0.972352593013699
"8449",18,"standing","fBodyBodyGyroMag-std()",-0.95911345739726
"8450",18,"standing","fBodyBodyGyroMag-meanFreq()",-0.212559690808219
"8451",18,"standing","fBodyBodyGyroJerkMag-mean()",-0.988960668767123
"8452",18,"standing","fBodyBodyGyroJerkMag-std()",-0.988407465205479
"8453",18,"standing","fBodyBodyGyroJerkMag-meanFreq()",0.098540152739726
"8454",18,"laying","tBodyAcc-mean()-X",0.274691576923077
"8455",18,"laying","tBodyAcc-mean()-Y",-0.0173937684615385
"8456",18,"laying","tBodyAcc-mean()-Z",-0.107698927907692
"8457",18,"laying","tBodyAcc-std()-X",-0.984527649230769
"8458",18,"laying","tBodyAcc-std()-Y",-0.986160920923077
"8459",18,"laying","tBodyAcc-std()-Z",-0.987658662307692
"8460",18,"laying","tGravityAcc-mean()-X",-0.220600509076923
"8461",18,"laying","tGravityAcc-mean()-Y",0.719755403692308
"8462",18,"laying","tGravityAcc-mean()-Z",0.605495317692308
"8463",18,"laying","tGravityAcc-std()-X",-0.982715987538462
"8464",18,"laying","tGravityAcc-std()-Y",-0.994093522615385
"8465",18,"laying","tGravityAcc-std()-Z",-0.990957249538462
"8466",18,"laying","tBodyAccJerk-mean()-X",0.0749985010769231
"8467",18,"laying","tBodyAccJerk-mean()-Y",0.0117018961415385
"8468",18,"laying","tBodyAccJerk-mean()-Z",-0.00121344813430769
"8469",18,"laying","tBodyAccJerk-std()-X",-0.985921071076923
"8470",18,"laying","tBodyAccJerk-std()-Y",-0.985554339384615
"8471",18,"laying","tBodyAccJerk-std()-Z",-0.990660246153846
"8472",18,"laying","tBodyGyro-mean()-X",-0.02517618068
"8473",18,"laying","tBodyGyro-mean()-Y",-0.0837587308153846
"8474",18,"laying","tBodyGyro-mean()-Z",0.0937781948153846
"8475",18,"laying","tBodyGyro-std()-X",-0.992872598
"8476",18,"laying","tBodyGyro-std()-Y",-0.984202872923077
"8477",18,"laying","tBodyGyro-std()-Z",-0.985108386307692
"8478",18,"laying","tBodyGyroJerk-mean()-X",-0.0997154236307692
"8479",18,"laying","tBodyGyroJerk-mean()-Y",-0.0393440191846154
"8480",18,"laying","tBodyGyroJerk-mean()-Z",-0.0593135986615385
"8481",18,"laying","tBodyGyroJerk-std()-X",-0.996104441384615
"8482",18,"laying","tBodyGyroJerk-std()-Y",-0.990547638769231
"8483",18,"laying","tBodyGyroJerk-std()-Z",-0.992548101846154
"8484",18,"laying","tBodyAccMag-mean()",-0.986456241538462
"8485",18,"laying","tBodyAccMag-std()",-0.986464542615385
"8486",18,"laying","tGravityAccMag-mean()",-0.986456241538462
"8487",18,"laying","tGravityAccMag-std()",-0.986464542615385
"8488",18,"laying","tBodyAccJerkMag-mean()",-0.98832154
"8489",18,"laying","tBodyAccJerkMag-std()",-0.989526277538462
"8490",18,"laying","tBodyGyroMag-mean()",-0.980740846769231
"8491",18,"laying","tBodyGyroMag-std()",-0.980560877846154
"8492",18,"laying","tBodyGyroJerkMag-mean()",-0.993095122615385
"8493",18,"laying","tBodyGyroJerkMag-std()",-0.992153054
"8494",18,"laying","fBodyAcc-mean()-X",-0.985179972153846
"8495",18,"laying","fBodyAcc-mean()-Y",-0.984909884615385
"8496",18,"laying","fBodyAcc-mean()-Z",-0.988606906307692
"8497",18,"laying","fBodyAcc-std()-X",-0.984321858307692
"8498",18,"laying","fBodyAcc-std()-Y",-0.986746450769231
"8499",18,"laying","fBodyAcc-std()-Z",-0.987224804307692
"8500",18,"laying","fBodyAcc-meanFreq()-X",-0.0975278056098923
"8501",18,"laying","fBodyAcc-meanFreq()-Y",0.264460073876923
"8502",18,"laying","fBodyAcc-meanFreq()-Z",0.324275538923077
"8503",18,"laying","fBodyAccJerk-mean()-X",-0.986404709384615
"8504",18,"laying","fBodyAccJerk-mean()-Y",-0.985865325230769
"8505",18,"laying","fBodyAccJerk-mean()-Z",-0.989116865846154
"8506",18,"laying","fBodyAccJerk-std()-X",-0.986641245846154
"8507",18,"laying","fBodyAccJerk-std()-Y",-0.986210701230769
"8508",18,"laying","fBodyAccJerk-std()-Z",-0.990744752923077
"8509",18,"laying","fBodyAccJerk-meanFreq()-X",0.159761097664615
"8510",18,"laying","fBodyAccJerk-meanFreq()-Y",0.0551692814758462
"8511",18,"laying","fBodyAccJerk-meanFreq()-Z",0.166856209441538
"8512",18,"laying","fBodyGyro-mean()-X",-0.992436927692308
"8513",18,"laying","fBodyGyro-mean()-Y",-0.985611171384615
"8514",18,"laying","fBodyGyro-mean()-Z",-0.984999291538462
"8515",18,"laying","fBodyGyro-std()-X",-0.993019371692308
"8516",18,"laying","fBodyGyro-std()-Y",-0.983457774923077
"8517",18,"laying","fBodyGyro-std()-Z",-0.986483048153846
"8518",18,"laying","fBodyGyro-meanFreq()-X",0.0551564162938462
"8519",18,"laying","fBodyGyro-meanFreq()-Y",-0.0556054116769231
"8520",18,"laying","fBodyGyro-meanFreq()-Z",0.193083855989231
"8521",18,"laying","fBodyAccMag-mean()",-0.986788412
"8522",18,"laying","fBodyAccMag-std()",-0.987648484461539
"8523",18,"laying","fBodyAccMag-meanFreq()",0.339472649138462
"8524",18,"laying","fBodyBodyAccJerkMag-mean()",-0.988548418307692
"8525",18,"laying","fBodyBodyAccJerkMag-std()",-0.989710656769231
"8526",18,"laying","fBodyBodyAccJerkMag-meanFreq()",0.393635924092308
"8527",18,"laying","fBodyBodyGyroMag-mean()",-0.984329092153846
"8528",18,"laying","fBodyBodyGyroMag-std()",-0.981468841692308
"8529",18,"laying","fBodyBodyGyroMag-meanFreq()",0.159375426572308
"8530",18,"laying","fBodyBodyGyroJerkMag-mean()",-0.991901007538462
"8531",18,"laying","fBodyBodyGyroJerkMag-std()",-0.992737961692308
"8532",18,"laying","fBodyBodyGyroJerkMag-meanFreq()",0.320132235323077
"8533",19,"walking","tBodyAcc-mean()-X",0.273931172307692
"8534",19,"walking","tBodyAcc-mean()-Y",-0.0191773587903846
"8535",19,"walking","tBodyAcc-mean()-Z",-0.122736673192308
"8536",19,"walking","tBodyAcc-std()-X",-0.0489049407963462
"8537",19,"walking","tBodyAcc-std()-Y",0.181801561185577
"8538",19,"walking","tBodyAcc-std()-Z",-0.13947794235
"8539",19,"walking","tGravityAcc-mean()-X",0.935222559230769
"8540",19,"walking","tGravityAcc-mean()-Y",-0.2233381
"8541",19,"walking","tGravityAcc-mean()-Z",-0.0898428797307692
"8542",19,"walking","tGravityAcc-std()-X",-0.9698614625
"8543",19,"walking","tGravityAcc-std()-Y",-0.958651200384615
"8544",19,"walking","tGravityAcc-std()-Z",-0.929187930961539
"8545",19,"walking","tBodyAccJerk-mean()-X",0.0822246284461538
"8546",19,"walking","tBodyAccJerk-mean()-Y",0.0144113482019523
"8547",19,"walking","tBodyAccJerk-mean()-Z",-0.0327528722288462
"8548",19,"walking","tBodyAccJerk-std()-X",0.110306729315577
"8549",19,"walking","tBodyAccJerk-std()-Y",0.0809271194038462
"8550",19,"walking","tBodyAccJerk-std()-Z",-0.179390497475
"8551",19,"walking","tBodyGyro-mean()-X",-0.0274970979894231
"8552",19,"walking","tBodyGyro-mean()-Y",-0.0751569333730769
"8553",19,"walking","tBodyGyro-mean()-Z",0.0798106981923077
"8554",19,"walking","tBodyGyro-std()-X",-0.0264357957923077
"8555",19,"walking","tBodyGyro-std()-Y",-0.114406108840577
"8556",19,"walking","tBodyGyro-std()-Z",-0.104202986482692
"8557",19,"walking","tBodyGyroJerk-mean()-X",-0.0832353261384615
"8558",19,"walking","tBodyGyroJerk-mean()-Y",-0.0307128442115385
"8559",19,"walking","tBodyGyroJerk-mean()-Z",-0.0603091962115385
"8560",19,"walking","tBodyGyroJerk-std()-X",0.0801186523134615
"8561",19,"walking","tBodyGyroJerk-std()-Y",-0.291594827626923
"8562",19,"walking","tBodyGyroJerk-std()-Z",-0.213494065344231
"8563",19,"walking","tBodyAccMag-mean()",0.0648173438653846
"8564",19,"walking","tBodyAccMag-std()",-0.0993927171359615
"8565",19,"walking","tGravityAccMag-mean()",0.0648173438653846
"8566",19,"walking","tGravityAccMag-std()",-0.0993927171359615
"8567",19,"walking","tBodyAccJerkMag-mean()",0.109450990201923
"8568",19,"walking","tBodyAccJerkMag-std()",0.0356558788076923
"8569",19,"walking","tBodyGyroMag-mean()",0.100045071430769
"8570",19,"walking","tBodyGyroMag-std()",-0.0218463165461538
"8571",19,"walking","tBodyGyroJerkMag-mean()",-0.164699977592308
"8572",19,"walking","tBodyGyroJerkMag-std()",-0.271487480103846
"8573",19,"walking","fBodyAcc-mean()-X",-0.0299815666923077
"8574",19,"walking","fBodyAcc-mean()-Y",0.169258575663077
"8575",19,"walking","fBodyAcc-mean()-Z",-0.104423357596154
"8576",19,"walking","fBodyAcc-std()-X",-0.0578820787019231
"8577",19,"walking","fBodyAcc-std()-Y",0.112615077990385
"8578",19,"walking","fBodyAcc-std()-Z",-0.233872331063462
"8579",19,"walking","fBodyAcc-meanFreq()-X",-0.176447542226923
"8580",19,"walking","fBodyAcc-meanFreq()-Y",0.05707673046
"8581",19,"walking","fBodyAcc-meanFreq()-Z",0.351860011634615
"8582",19,"walking","fBodyAccJerk-mean()-X",0.0336380997853846
"8583",19,"walking","fBodyAccJerk-mean()-Y",0.0107318703980769
"8584",19,"walking","fBodyAccJerk-mean()-Z",-0.129367902596154
"8585",19,"walking","fBodyAccJerk-std()-X",0.0908366492173077
"8586",19,"walking","fBodyAccJerk-std()-Y",0.0854010732076923
"8587",19,"walking","fBodyAccJerk-std()-Z",-0.227829841936346
"8588",19,"walking","fBodyAccJerk-meanFreq()-X",-0.214787048403846
"8589",19,"walking","fBodyAccJerk-meanFreq()-Y",-0.388095890192308
"8590",19,"walking","fBodyAccJerk-meanFreq()-Z",-0.0054044236
"8591",19,"walking","fBodyGyro-mean()-X",0.228142361865385
"8592",19,"walking","fBodyGyro-mean()-Y",-0.0973549846596154
"8593",19,"walking","fBodyGyro-mean()-Z",-0.01050470716
"8594",19,"walking","fBodyGyro-std()-X",-0.108388809533846
"8595",19,"walking","fBodyGyro-std()-Y",-0.133010285461538
"8596",19,"walking","fBodyGyro-std()-Z",-0.220271190807692
"8597",19,"walking","fBodyGyro-meanFreq()-X",-0.0936162175923077
"8598",19,"walking","fBodyGyro-meanFreq()-Y",-0.0765832364115385
"8599",19,"walking","fBodyGyro-meanFreq()-Z",-0.0330194535942308
"8600",19,"walking","fBodyAccMag-mean()",0.0322272296217308
"8601",19,"walking","fBodyAccMag-std()",-0.324793406057692
"8602",19,"walking","fBodyAccMag-meanFreq()",0.307394950576923
"8603",19,"walking","fBodyBodyAccJerkMag-mean()",0.0730179928688462
"8604",19,"walking","fBodyBodyAccJerkMag-std()",-0.0222869586038462
"8605",19,"walking","fBodyBodyAccJerkMag-meanFreq()",0.124998092238462
"8606",19,"walking","fBodyBodyGyroMag-mean()",-0.0952460452365385
"8607",19,"walking","fBodyBodyGyroMag-std()",-0.141598402309615
"8608",19,"walking","fBodyBodyGyroMag-meanFreq()",0.174359231311538
"8609",19,"walking","fBodyBodyGyroJerkMag-mean()",-0.262442822846154
"8610",19,"walking","fBodyBodyGyroJerkMag-std()",-0.336148733
"8611",19,"walking","fBodyBodyGyroJerkMag-meanFreq()",0.250382686807692
"8612",19,"walking upstairs","tBodyAcc-mean()-X",0.242118808925
"8613",19,"walking upstairs","tBodyAcc-mean()-Y",-0.0303986615775
"8614",19,"walking upstairs","tBodyAcc-mean()-Z",-0.151054607725
"8615",19,"walking upstairs","tBodyAcc-std()-X",-0.1287420952375
"8616",19,"walking upstairs","tBodyAcc-std()-Y",0.176349922525
"8617",19,"walking upstairs","tBodyAcc-std()-Z",-0.1904685504575
"8618",19,"walking upstairs","tGravityAcc-mean()-X",0.8294283725
"8619",19,"walking upstairs","tGravityAcc-mean()-Y",-0.3871007085
"8620",19,"walking upstairs","tGravityAcc-mean()-Z",-0.2210087627
"8621",19,"walking upstairs","tGravityAcc-std()-X",-0.916495992
"8622",19,"walking upstairs","tGravityAcc-std()-Y",-0.9010448505
"8623",19,"walking upstairs","tGravityAcc-std()-Z",-0.83693567475
"8624",19,"walking upstairs","tBodyAccJerk-mean()-X",0.08315450836225
"8625",19,"walking upstairs","tBodyAccJerk-mean()-Y",0.056818586275
"8626",19,"walking upstairs","tBodyAccJerk-mean()-Z",0.0316681980575
"8627",19,"walking upstairs","tBodyAccJerk-std()-X",-0.1742790558
"8628",19,"walking upstairs","tBodyAccJerk-std()-Y",-0.0128865483575
"8629",19,"walking upstairs","tBodyAccJerk-std()-Z",-0.4442822275
"8630",19,"walking upstairs","tBodyGyro-mean()-X",0.0388537087875
"8631",19,"walking upstairs","tBodyGyro-mean()-Y",-0.134514320575
"8632",19,"walking upstairs","tBodyGyro-mean()-Z",-0.000233248224999999
"8633",19,"walking upstairs","tBodyGyro-std()-X",-0.4068000325
"8634",19,"walking upstairs","tBodyGyro-std()-Y",-0.17263322355
"8635",19,"walking upstairs","tBodyGyro-std()-Z",-0.110117174875
"8636",19,"walking upstairs","tBodyGyroJerk-mean()-X",-0.1018063044
"8637",19,"walking upstairs","tBodyGyroJerk-mean()-Y",-0.0346288461475
"8638",19,"walking upstairs","tBodyGyroJerk-mean()-Z",-0.0533545875525
"8639",19,"walking upstairs","tBodyGyroJerk-std()-X",-0.23937641116
"8640",19,"walking upstairs","tBodyGyroJerk-std()-Y",-0.49212221875
"8641",19,"walking upstairs","tBodyGyroJerk-std()-Z",-0.3754149830025
"8642",19,"walking upstairs","tBodyAccMag-mean()",0.01738119347275
"8643",19,"walking upstairs","tBodyAccMag-std()",-0.177666828025
"8644",19,"walking upstairs","tGravityAccMag-mean()",0.01738119347275
"8645",19,"walking upstairs","tGravityAccMag-std()",-0.177666828025
"8646",19,"walking upstairs","tBodyAccJerkMag-mean()",-0.114189605875
"8647",19,"walking upstairs","tBodyAccJerkMag-std()",-0.284060693125
"8648",19,"walking upstairs","tBodyGyroMag-mean()",-0.06161577145
"8649",19,"walking upstairs","tBodyGyroMag-std()",-0.26440144275
"8650",19,"walking upstairs","tBodyGyroJerkMag-mean()",-0.372790526575
"8651",19,"walking upstairs","tBodyGyroJerkMag-std()",-0.50740029025
"8652",19,"walking upstairs","fBodyAcc-mean()-X",-0.15687949467775
"8653",19,"walking upstairs","fBodyAcc-mean()-Y",0.111818164225
"8654",19,"walking upstairs","fBodyAcc-mean()-Z",-0.2196444734075
"8655",19,"walking upstairs","fBodyAcc-std()-X",-0.11993477534
"8656",19,"walking upstairs","fBodyAcc-std()-Y",0.13255758081125
"8657",19,"walking upstairs","fBodyAcc-std()-Z",-0.2399806950525
"8658",19,"walking upstairs","fBodyAcc-meanFreq()-X",-0.344101732195
"8659",19,"walking upstairs","fBodyAcc-meanFreq()-Y",0.01976741622
"8660",19,"walking upstairs","fBodyAcc-meanFreq()-Z",0.0488512923725
"8661",19,"walking upstairs","fBodyAccJerk-mean()-X",-0.2053226461925
"8662",19,"walking upstairs","fBodyAccJerk-mean()-Y",-0.073928372175
"8663",19,"walking upstairs","fBodyAccJerk-mean()-Z",-0.3806571232
