"","subject","activity","measurement","value"
"920",10,"standing","tBodyAcc-mean()-X",0.25444826
"921",10,"standing","tBodyAcc-mean()-X",0.28065406
"922",10,"standing","tBodyAcc-mean()-X",0.2752244
"923",10,"standing","tBodyAcc-mean()-X",0.27552605
"924",10,"standing","tBodyAcc-mean()-X",0.276917
"925",10,"standing","tBodyAcc-mean()-X",0.2746069
"926",10,"standing","tBodyAcc-mean()-X",0.2751033
"927",10,"standing","tBodyAcc-mean()-X",0.28062909
"928",10,"standing","tBodyAcc-mean()-X",0.2772489
"929",10,"standing","tBodyAcc-mean()-X",0.27929197
"930",10,"standing","tBodyAcc-mean()-X",0.27908529
"931",10,"sitting","tBodyAcc-mean()-X",0.14319011
"932",10,"sitting","tBodyAcc-mean()-X",0.30420262
"933",10,"sitting","tBodyAcc-mean()-X",0.27701205
"934",10,"sitting","tBodyAcc-mean()-X",0.27530064
"935",10,"sitting","tBodyAcc-mean()-X",0.27758644
"936",10,"sitting","tBodyAcc-mean()-X",0.27781849
"937",10,"sitting","tBodyAcc-mean()-X",0.27849569
"938",10,"sitting","tBodyAcc-mean()-X",0.27591997
"939",10,"sitting","tBodyAcc-mean()-X",0.27853273
"940",10,"sitting","tBodyAcc-mean()-X",0.27880166
"941",10,"sitting","tBodyAcc-mean()-X",0.27629421
"942",10,"sitting","tBodyAcc-mean()-X",0.27518179
"943",10,"sitting","tBodyAcc-mean()-X",0.11851475
"944",10,"sitting","tBodyAcc-mean()-X",0.28685267
"945",10,"sitting","tBodyAcc-mean()-X",0.29136758
"946",10,"sitting","tBodyAcc-mean()-X",0.26363105
"947",10,"sitting","tBodyAcc-mean()-X",0.27428659
"948",10,"sitting","tBodyAcc-mean()-X",0.2789072
"949",10,"sitting","tBodyAcc-mean()-X",0.27718075
"950",10,"sitting","tBodyAcc-mean()-X",0.27709863
"951",10,"sitting","tBodyAcc-mean()-X",0.27595835
"952",10,"sitting","tBodyAcc-mean()-X",0.27696654
"953",10,"sitting","tBodyAcc-mean()-X",0.2773964
"954",10,"sitting","tBodyAcc-mean()-X",0.27921296
"955",10,"laying","tBodyAcc-mean()-X",0.67188749
"956",10,"laying","tBodyAcc-mean()-X",0.28259275
"957",10,"laying","tBodyAcc-mean()-X",0.25427198
"958",10,"laying","tBodyAcc-mean()-X",0.28568946
"959",10,"laying","tBodyAcc-mean()-X",0.27745455
"960",10,"laying","tBodyAcc-mean()-X",0.27635033
"961",10,"laying","tBodyAcc-mean()-X",0.27577727
"962",10,"laying","tBodyAcc-mean()-X",0.27762025
"963",10,"laying","tBodyAcc-mean()-X",0.27321662
"964",10,"laying","tBodyAcc-mean()-X",0.27635561
"965",10,"laying","tBodyAcc-mean()-X",0.27438387
"966",10,"laying","tBodyAcc-mean()-X",0.27485073
"967",10,"laying","tBodyAcc-mean()-X",0.28159907
"968",10,"laying","tBodyAcc-mean()-X",0.27399448
"969",10,"laying","tBodyAcc-mean()-X",0.26692099
"970",10,"laying","tBodyAcc-mean()-X",0.07654368
"971",10,"laying","tBodyAcc-mean()-X",0.33294972
"972",10,"laying","tBodyAcc-mean()-X",0.24428227
"973",10,"laying","tBodyAcc-mean()-X",0.27051085
"974",10,"laying","tBodyAcc-mean()-X",0.28146232
"975",10,"laying","tBodyAcc-mean()-X",0.28264319
"976",10,"laying","tBodyAcc-mean()-X",0.27792362
"977",10,"laying","tBodyAcc-mean()-X",0.27333634
"978",10,"laying","tBodyAcc-mean()-X",0.27810979
"979",10,"laying","tBodyAcc-mean()-X",0.28030833
"980",10,"laying","tBodyAcc-mean()-X",0.27940635
"981",10,"laying","tBodyAcc-mean()-X",0.28083685
"982",10,"laying","tBodyAcc-mean()-X",0.2793566
"983",10,"laying","tBodyAcc-mean()-X",0.27653064
"984",10,"laying","tBodyAcc-mean()-X",0.2771078
"985",10,"laying","tBodyAcc-mean()-X",0.2768767
"986",10,"walking","tBodyAcc-mean()-X",0.18446909
"987",10,"walking","tBodyAcc-mean()-X",0.31825459
"988",10,"walking","tBodyAcc-mean()-X",0.33611406
"989",10,"walking","tBodyAcc-mean()-X",0.20092099
"990",10,"walking","tBodyAcc-mean()-X",0.25387811
"991",10,"walking","tBodyAcc-mean()-X",0.32011355
"992",10,"walking","tBodyAcc-mean()-X",0.26430263
"993",10,"walking","tBodyAcc-mean()-X",0.20803871
"994",10,"walking","tBodyAcc-mean()-X",0.34347813
"995",10,"walking","tBodyAcc-mean()-X",0.34773085
"996",10,"walking","tBodyAcc-mean()-X",0.22006126
"997",10,"walking","tBodyAcc-mean()-X",0.24017201
"998",10,"walking","tBodyAcc-mean()-X",0.32605469
"999",10,"walking","tBodyAcc-mean()-X",0.34246076
"1000",10,"walking","tBodyAcc-mean()-X",0.19079141
